sku,name,category,brand,price,price_usd,socket,tdp,score,vram,length_mm,height_mm,watt,memory_type,form_factor,capacity_gb,efficiency,source_site,source_url,item_sku,cpu_socket,mb_socket,mb_form_factor,gpu_length_mm,case_max_gpu_length_mm,case_max_cpu_cooler_height_mm,monitor_resolution,monitor_refresh_hz,storage_interface,storage_form_factor,pcie_version,specs_json
newegg-CPU-104580432123,Intel Xeon E-2478 - 2.8 GHz - 8-core - 16 threads - 24 MB cache - FCLGA1700 Socket - Box,cpu,Intel,12087,1678.75,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NX9?Item=9SIATRNKFY9138&cm_sp=SP-_-3010320-_-0-_-3-_-9SIATRNKFY9138-_-cpu-_-cpu-_-12,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""BX80715E2478""}, ""feature_lines_raw"": [""Model #: BX80715E2478""], ""compatibility_params"": {""cores"": 2478}}"
newegg-CPU-114642272196,AMD Ryzen 5 5600 - Ryzen 5 5000 Series Vermeer (Zen 3) 6-Core 3.5 GHz Socket AM4 65W None Integrated Graphics Desktop CPU Processor - 100-100000927BOX,cpu,AMD,1002,139.17,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5600-vermeer-socket-am4-desktop-cpu-processor/p/N82E16819113736,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000927BOX""}, ""feature_lines_raw"": [""Model #: 100-100000927BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-11641163821,AMD EPYC 8224P 24/48 160 SP6 64MB 3000 - 100-000001134,cpu,AMD,13636,1893.89,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000M-001Y3?Item=9SIATRNKFW1770&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW1770-_-desktop processor-_-processor-_-5,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100000001134""}, ""feature_lines_raw"": [""Model #: 100000001134""], ""compatibility_params"": {}}"
newegg-CPU-123114131534,AMD Ryzen 9 9900X - Ryzen 9 9000 Series Granite Ridge (Zen 5) 12-Core 4.4 GHz - Socket AM5 120W - Radeon Graphics Processor - 100-100000662WOF,cpu,AMD,2606,361.94,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-9-9000-series-ryzen-9-9900x-granite-ridge-socket-am5-desktop-cpu-processor/p/N82E16819113842,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000662WOF""}, ""feature_lines_raw"": [""Model #: 100-100000662WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 9}}"
newegg-CPU-127919533093,AMD Ryzen 7 7700X - Zen 4 8-Core 4.5 GHz - Socket AM5 - 105W Desktop Processor (100-100000591WOF),cpu,AMD,1728,240.00,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-7700x-ryzen-7-7000-series-raphael-zen-4-socket-am5/p/N82E16819113768,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000591WOF""}, ""feature_lines_raw"": [""Model #: 100-100000591WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-128241593635,AMD Ryzen 7 7800X3D - Ryzen 7 7000 Series Zen 4 8-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000910WOF,cpu,AMD,2655,368.75,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-7800x3d-ryzen-7-7000-series-raphael-zen-4-socket-am5/p/N82E16819113793,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000910WOF""}, ""feature_lines_raw"": [""Model #: 100-100000910WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-131488655521,AMD Ryzen 7 7700X - Zen 4 8-Core 4.5 GHz - Socket AM5 - 105W Desktop Processor (100-100000591WOF),cpu,AMD,1728,240.00,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-7700x-ryzen-7-7000-series-raphael-zen-4-socket-am5/p/N82E16819113768,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000591WOF""}, ""feature_lines_raw"": [""Model #: 100-100000591WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-131961758278,AMD Ryzen 9 7950X3D - Ryzen 9 7000 Series Zen 4 16-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000908WOF,cpu,AMD,4487,623.19,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-9-7950x3d-ryzen-9-7000-series-raphael-zen-4-socket-am5/p/N82E16819113791,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000908WOF""}, ""feature_lines_raw"": [""Model #: 100-100000908WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 9}}"
newegg-CPU-158074044540,AMD Ryzen 5 5600 - Ryzen 5 5000 Series Vermeer (Zen 3) 6-Core 3.5 GHz Socket AM4 65W None Integrated Graphics Desktop CPU Processor - 100-100000927BOX,cpu,AMD,1002,139.17,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5600-vermeer-socket-am4-desktop-cpu-processor/p/N82E16819113736,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000927BOX""}, ""feature_lines_raw"": [""Model #: 100-100000927BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-168316970959,"INTEL INTEL XEON Silver 4215R Processor (11M Cache, 3.20 GHZ) FCLGA3647, Tray Computer Components Processors - Server XEON (CD8069504449200)",cpu,INTEL,5974,829.72,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/2MN-0004-008R5?Item=9SIATRNKFW2286&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW2286-_-cpu-_-cpu-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CD8069504449200-0""}, ""feature_lines_raw"": [""Model #: CD8069504449200-0""], ""compatibility_params"": {}}"
newegg-CPU-179968449202,AMD Ryzen 9 9950X3D - Ryzen 9 9000 Series Granite Ridge (Zen 5) 16-Core 4.3 GHz Socket AM5 170W AMD Radeon Graphics Desktop CPU Processor - 100-100000719WOF,cpu,AMD,4695,652.08,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-9-9000-series-ryzen-9-9950x3d-granite-ridge-socket-am5-desktop-cpu-processor/p/N82E16819113884,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000719WOF""}, ""feature_lines_raw"": [""Model #: 100-100000719WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 9}}"
newegg-CPU-183397869260,AMD Ryzen 5 5500 - Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W Desktop Processor - 100-000000457 (Tray),cpu,AMD,601,83.47,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5500-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113748,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-000000457""}, ""feature_lines_raw"": [""Model #: 100-000000457""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-190392655990,AMD Ryzen 7 5700G - Ryzen 7 5000 G-Series Cezanne (Zen 3) 8-Core 3.8 GHz Socket AM4 65W AMD Radeon Graphics Desktop CPU Processor - 100-100000263BOX,cpu,AMD,1514,210.28,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-5000-g-series-ryzen-7-5700g-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113682,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000263BOX""}, ""feature_lines_raw"": [""Model #: 100-100000263BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 7}}"
newegg-CPU-190532024477,"INTEL INTEL XEON Silver 4215R Processor (11M Cache, 3.20 GHZ) FCLGA3647, Tray Computer Components Processors - Server XEON (CD8069504449200)",cpu,INTEL,5974,829.72,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/2MN-0004-008R5?Item=9SIATRNKFW2286&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW2286-_-cpu-_-cpu-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CD8069504449200-0""}, ""feature_lines_raw"": [""Model #: CD8069504449200-0""], ""compatibility_params"": {}}"
newegg-CPU-191850098468,"AMD Ryzen 5 5500 6-Core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",cpu,AMD,684,95.00,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/3C6-00C4-000B1,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""954628753223""}, ""feature_lines_raw"": [""Model #: 954628753223""], ""compatibility_params"": {""cores"": 5}}"
newegg-CPU-19193432250,"AMD Ryzen 5 5500 6-Core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",cpu,AMD,684,95.00,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/3C6-00C4-000B1,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""954628753223""}, ""feature_lines_raw"": [""Model #: 954628753223""], ""compatibility_params"": {""cores"": 5}}"
newegg-CPU-200930755482,AMD Ryzen 7 5700G - Ryzen 7 5000 G-Series Cezanne (Zen 3) 8-Core 3.8 GHz Socket AM4 65W AMD Radeon Graphics Desktop CPU Processor - 100-100000263BOX,cpu,AMD,1514,210.28,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-5000-g-series-ryzen-7-5700g-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113682,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000263BOX""}, ""feature_lines_raw"": [""Model #: 100-100000263BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 7}}"
newegg-CPU-201777365255,AMD Ryzen 7 7700X - Zen 4 8-Core 4.5 GHz - Socket AM5 - 105W Desktop Processor (100-100000591WOF),cpu,AMD,1728,240.00,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-7700x-ryzen-7-7000-series-raphael-zen-4-socket-am5/p/N82E16819113768,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000591WOF""}, ""feature_lines_raw"": [""Model #: 100-100000591WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-202828900681,AMD Ryzen 5 5500 - Ryzen 5 5000 Series Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W No Integrated Graphics Desktop CPU Processor - 100-100000457BOX,cpu,AMD,615,85.42,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5500-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113737,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000457BOX""}, ""feature_lines_raw"": [""Model #: 100-100000457BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-203933194853,AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF),cpu,AMD,1237,171.81,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-7600x-ryzen-5-7000-series-raphael-zen-4-socket-am5/p/N82E16819113770,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000593WOF""}, ""feature_lines_raw"": [""Model #: 100-100000593WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 5}}"
newegg-CPU-240707850751,AMD Ryzen 7 9850X3D - Ryzen 7 9000 Series 8-Core 5.6GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001973WOF,cpu,AMD,3450,479.17,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-9850x3d-ryzen-7-9000-series-granite-ridge-socket-am5-desktop-processor/p/N82E16819113934,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001973WOF""}, ""feature_lines_raw"": [""Model #: 100-100001973WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-241952696115,AMD Ryzen 5 5500 - Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W Desktop Processor - 100-000000457 (Tray),cpu,AMD,601,83.47,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5500-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113748,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-000000457""}, ""feature_lines_raw"": [""Model #: 100-000000457""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-244408160421,AMD Ryzen 7 5700X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.4 GHz Socket AM4 65W None Integrated Graphics Desktop CPU Processor - 100-100000926WOF,cpu,AMD,1279,177.64,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-5000-series-ryzen-7-5700x-vermeer-socket-am4-desktop-cpu-processor/p/N82E16819113735,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000926WOF""}, ""feature_lines_raw"": [""Model #: 100-100000926WOF""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 7}}"
newegg-CPU-246466867339,AMD Ryzen 5 5500 - Ryzen 5 5000 Series Cezanne (Zen 3) 6-Core 3.6 GHz Socket AM4 65W No Integrated Graphics Desktop CPU Processor - 100-100000457BOX,cpu,AMD,615,85.42,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-5-5000-series-ryzen-5-5500-cezanne-socket-am4-desktop-cpu-processor/p/N82E16819113737,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000457BOX""}, ""feature_lines_raw"": [""Model #: 100-100000457BOX""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 5}}"
newegg-CPU-251084421548,"INTEL INTEL XEON Silver 4215R Processor (11M Cache, 3.20 GHZ) FCLGA3647, Tray Computer Components Processors - Server XEON (CD8069504449200)",cpu,INTEL,5974,829.72,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/2MN-0004-008R5?Item=9SIATRNKFW2286&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW2286-_-cpu-_-cpu-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CD8069504449200-0""}, ""feature_lines_raw"": [""Model #: CD8069504449200-0""], ""compatibility_params"": {}}"
newegg-CPU-251603724912,AMD Ryzen 9 5900XT - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.3 GHz Socket AM4 105W None Integrated Graphics Desktop CPU Processor - 100-100001581WOF,cpu,AMD,2205,306.25,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-9-5000-series-ryzen-9-5900xt-vermeer-socket-am4-desktop-cpu-processor/p/N82E16819113845,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001581WOF""}, ""feature_lines_raw"": [""Model #: 100-100001581WOF""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 9}}"
newegg-CPU-265352298406,AMD Ryzen 7 9850X3D - Ryzen 7 9000 Series 8-Core 5.6GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001973WOF,cpu,AMD,3450,479.17,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-9850x3d-ryzen-7-9000-series-granite-ridge-socket-am5-desktop-processor/p/N82E16819113934,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001973WOF""}, ""feature_lines_raw"": [""Model #: 100-100001973WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-269941112074,"INTEL INTEL XEON Silver 4215R Processor (11M Cache, 3.20 GHZ) FCLGA3647, Tray Computer Components Processors - Server XEON (CD8069504449200)",cpu,INTEL,5974,829.72,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/2MN-0004-008R5?Item=9SIATRNKFW2286&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW2286-_-cpu-_-cpu-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CD8069504449200-0""}, ""feature_lines_raw"": [""Model #: CD8069504449200-0""], ""compatibility_params"": {}}"
newegg-CPU-285893253780,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOF,cpu,AMD,3243,450.42,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-9000-series-ryzen-7-9800x3d-granite-ridge-zen-5-socket-am5-desktop-cpu-processor/p/N82E16819113877,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001084WOF""}, ""feature_lines_raw"": [""Model #: 100-100001084WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-29742444904,Intel Xeon Gold 6330 - 2 GHz - 28-core - 56 threads - 42 MB cache - LGA4189 Socket - Box,cpu,Intel,10330,1434.72,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NV0?Item=9SIATRNK8M6744&cm_sp=SP-_-3010539-_-0-_-3-_-9SIATRNK8M6744-_-desktop processor-_-processor-_-11,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""BX806896330""}, ""feature_lines_raw"": [""Model #: BX806896330""], ""compatibility_params"": {""cores"": 6330}}"
newegg-CPU-299645760261,AMD EPYC 8224P 24/48 160 SP6 64MB 3000 - 100-000001134,cpu,AMD,13636,1893.89,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000M-001Y3?Item=9SIATRNKFW1770&cm_sp=SP-_-3010426-_-0-_-3-_-9SIATRNKFW1770-_-desktop processor-_-processor-_-5,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100000001134""}, ""feature_lines_raw"": [""Model #: 100000001134""], ""compatibility_params"": {}}"
newegg-CPU-307569589395,Intel Xeon E-2478 - 2.8 GHz - 8-core - 16 threads - 24 MB cache - FCLGA1700 Socket - Box,cpu,Intel,12087,1678.75,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NX9?Item=9SIATRNKFY9138&cm_sp=SP-_-3010320-_-0-_-3-_-9SIATRNKFY9138-_-desktop processor-_-processor-_-20,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""BX80715E2478""}, ""feature_lines_raw"": [""Model #: BX80715E2478""], ""compatibility_params"": {""cores"": 2478}}"
newegg-CPU-307687423134,"Intel Xeon E-2386G Processor (12M Cache, 3.50 GHz) FC-LGA14A Model CM8070804494716",cpu,Intel,11810,1640.28,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NY0?Item=9SIATRNKFY8944&cm_sp=SP-_-3010320-_-0-_-3-_-9SIATRNKFY8944-_-cpu-_-cpu-_-15,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CM8070804494716""}, ""feature_lines_raw"": [""Model #: CM8070804494716""], ""compatibility_params"": {}}"
newegg-CPU-310201992543,Intel Xeon E-2478 - 2.8 GHz - 8-core - 16 threads - 24 MB cache - FCLGA1700 Socket - Box,cpu,Intel,12087,1678.75,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NX9?Item=9SIATRNKFY9138&cm_sp=SP-_-3010320-_-0-_-3-_-9SIATRNKFY9138-_-desktop processor-_-processor-_-20,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""BX80715E2478""}, ""feature_lines_raw"": [""Model #: BX80715E2478""], ""compatibility_params"": {""cores"": 2478}}"
newegg-CPU-311727439444,AMD Ryzen 7 5700X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.4 GHz Socket AM4 65W None Integrated Graphics Desktop CPU Processor - 100-100000926WOF,cpu,AMD,1279,177.64,AM4,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-5000-series-ryzen-7-5700x-vermeer-socket-am4-desktop-cpu-processor/p/N82E16819113735,,AM4,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000926WOF""}, ""feature_lines_raw"": [""Model #: 100-100000926WOF""], ""compatibility_params"": {""socket"": ""AM4"", ""cores"": 7}}"
newegg-CPU-313348663838,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOF,cpu,AMD,3243,450.42,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-9000-series-ryzen-7-9800x3d-granite-ridge-zen-5-socket-am5-desktop-cpu-processor/p/N82E16819113877,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001084WOF""}, ""feature_lines_raw"": [""Model #: 100-100001084WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-31615253120,"Intel Xeon E-2386G Processor (12M Cache, 3.50 GHz) FC-LGA14A Model CM8070804494716",cpu,Intel,11810,1640.28,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NY0?Item=9SIATRNKFY8944&cm_sp=SP-_-3010320-_-0-_-2-_-9SIATRNKFY8944-_-desktop processor-_-processor-_-8,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""CM8070804494716""}, ""feature_lines_raw"": [""Model #: CM8070804494716""], ""compatibility_params"": {}}"
newegg-CPU-322344232309,AMD Ryzen 9 7950X3D - Ryzen 9 7000 Series Zen 4 16-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000908WOF,cpu,AMD,4487,623.19,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-9-7950x3d-ryzen-9-7000-series-raphael-zen-4-socket-am5/p/N82E16819113791,,AM5,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100000908WOF""}, ""feature_lines_raw"": [""Model #: 100-100000908WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 9}}"
newegg-CPU-325841082059,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOF,cpu,AMD,3243,450.42,AM5,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/amd-ryzen-7-9000-series-ryzen-7-9800x3d-granite-ridge-zen-5-socket-am5-desktop-cpu-processor/p/N82E16819113877,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop processor"", ""query_page"": 1, ""feature_map"": {""Model #"": ""100-100001084WOF""}, ""feature_lines_raw"": [""Model #: 100-100001084WOF""], ""compatibility_params"": {""socket"": ""AM5"", ""cores"": 7}}"
newegg-CPU-333022696707,Intel Xeon E-2478 - 2.8 GHz - 8-core - 16 threads - 24 MB cache - FCLGA1700 Socket - Box,cpu,Intel,12087,1678.75,,0,0,0,0,0,0,,,0,,newegg,https://www.newegg.com/p/274-000A-01NX9?Item=9SIATRNKFY9138&cm_sp=SP-_-3010320-_-0-_-3-_-9SIATRNKFY9138-_-cpu-_-cpu-_-12,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""cpu"", ""query_page"": 1, ""feature_map"": {""Model #"": ""BX80715E2478""}, ""feature_lines_raw"": [""Model #: BX80715E2478""], ""compatibility_params"": {""cores"": 2478}}"
